DESCRIPTION,Candida_tanzawaensis,Debaryomyces_hansenii,Hyphopichia_burtonii,Komagataella_pastoris,Eremothecium_gossypii,Kluyveromyces_lactis,Torulaspora_delbrueckii,Zygosaccharomyces_rouxii,Arxula_adeninivorans,Yarrowia_lipolytica
fam575,1,1,1,1,1,1,1,1,2,2
fam576,1,1,1,1,1,1,1,1,1,1
fam577,1,1,1,1,1,1,1,1,1,1
fam578,1,1,1,1,1,1,1,1,1,1
fam579,1,1,1,1,1,1,1,1,1,1
fam580,1,1,1,1,1,1,1,1,1,1
fam581,1,1,1,1,1,1,1,1,1,1
fam582,1,1,1,1,1,1,1,1,2,2
fam583,1,1,1,1,1,1,1,1,1,1
fam584,1,1,1,1,2,1,1,1,1,1
fam585,1,1,1,1,1,1,1,1,1,1
fam586,1,1,1,1,1,1,1,1,1,1
fam587,1,1,1,1,1,1,1,1,1,1
fam588,1,1,1,1,1,1,1,1,1,1
fam589,1,1,1,1,1,1,1,1,1,1
fam590,2,2,1,1,1,1,1,1,1,1
fam591,1,1,1,1,1,1,1,1,1,2
fam592,1,1,1,1,1,1,1,1,1,1
fam593,1,1,1,1,1,1,1,1,1,1
fam594,1,1,1,1,1,1,1,1,1,1
fam595,1,1,1,1,1,1,1,1,1,1
fam596,1,1,1,1,1,1,1,1,1,1
fam597,1,1,1,1,1,1,1,1,1,1
fam598,1,1,1,1,0,1,1,1,1,2
fam599,0,1,1,1,1,1,1,1,1,1
fam600,1,1,1,1,1,1,1,1,1,1
fam601,1,1,1,1,1,1,1,1,1,1
fam602,0,0,0,0,0,0,0,0,0,0
fam603,1,1,1,1,1,1,1,1,1,1
fam604,1,1,1,1,1,1,1,1,1,1
fam605,1,1,1,1,1,1,1,1,1,1
fam606,1,2,2,1,1,1,1,1,1,1
fam607,1,1,1,1,1,0,1,1,1,1
fam608,1,1,1,1,1,1,1,1,1,1
fam609,2,2,2,1,1,1,1,1,1,0
fam610,1,1,1,1,1,1,1,1,1,1
fam611,1,1,1,1,1,1,1,1,1,1
fam612,1,1,1,1,1,1,1,1,2,2
fam613,1,1,1,1,1,1,1,1,1,1
fam614,1,1,1,1,1,1,1,1,1,1
fam615,1,1,1,1,1,1,1,1,1,1
fam616,1,1,1,1,1,1,1,1,1,1
fam617,1,1,1,1,1,1,1,1,1,1
fam618,1,1,1,1,1,1,1,1,1,1
fam619,1,1,1,1,1,1,1,1,2,2
fam620,1,1,1,1,1,1,1,1,1,1
fam621,1,1,1,1,1,1,1,1,3,1
fam622,1,1,1,1,1,1,1,1,2,2
fam623,1,1,1,1,1,1,1,1,1,1
fam624,1,1,1,1,1,1,1,1,1,1
fam625,1,1,1,1,1,1,1,1,1,1
fam626,1,2,2,1,1,1,1,0,1,1
fam627,1,1,1,1,1,1,1,1,1,1
fam628,1,1,1,1,1,1,1,1,1,1
fam629,1,1,1,1,1,1,1,1,1,1
fam630,1,1,1,1,1,2,1,1,1,1
fam631,1,1,1,1,2,1,1,1,0,1
fam632,1,1,1,1,1,1,3,1,1,1
fam633,1,1,1,1,1,1,1,1,1,1
fam634,1,1,1,1,1,1,1,1,1,1
fam635,1,1,2,1,1,1,1,1,1,1
fam636,1,1,1,1,1,1,1,1,1,2
fam637,1,1,1,1,1,1,1,1,2,2
fam638,1,1,1,1,1,1,1,1,1,1
fam639,1,1,1,1,1,1,1,1,1,1
fam640,1,1,1,1,1,1,1,1,1,2
fam641,1,1,2,1,1,1,1,1,1,1
fam642,1,1,1,1,1,1,1,1,1,3
fam643,1,1,1,1,1,1,1,1,1,1
fam644,1,1,1,1,1,1,1,1,1,1
fam645,1,1,1,1,1,1,1,1,1,1
fam646,1,1,1,1,1,1,1,1,1,1
fam647,1,1,1,1,1,1,1,1,1,1
fam648,1,1,2,1,0,2,1,1,2,8
fam649,1,2,1,1,1,1,2,2,1,0
fam650,1,1,1,0,1,1,1,1,1,1
fam651,1,1,1,1,1,1,1,1,1,1
fam652,1,1,1,1,1,1,1,1,1,1
fam653,1,1,1,1,1,1,1,1,1,1
fam654,1,1,1,1,1,1,1,1,2,2
fam655,1,1,1,1,1,1,1,1,2,2
fam656,1,1,1,1,1,1,1,1,1,1
fam657,1,1,1,1,1,1,1,1,1,1
fam658,1,1,1,1,1,1,1,1,1,1
fam659,1,1,1,1,1,1,1,1,1,1
fam660,1,1,1,1,1,1,1,1,1,1
fam661,1,1,1,1,0,1,1,1,2,2
fam662,1,1,1,1,1,1,1,1,1,1
fam663,1,1,1,1,1,1,1,1,1,1
fam664,1,1,1,1,1,1,2,1,1,1
fam665,1,1,1,1,1,1,1,1,1,1
fam666,1,1,1,1,1,1,1,1,1,1
fam667,1,2,3,2,0,0,0,0,1,1
fam668,1,1,2,1,0,0,0,0,9,1
fam669,1,1,1,1,1,1,1,1,1,1
fam670,0,0,0,0,7,1,1,5,2,3
fam671,1,1,1,0,1,1,1,1,1,1
fam672,1,1,1,1,1,1,1,1,2,1
fam673,1,1,1,1,1,1,1,1,1,1
fam674,2,1,1,1,1,1,1,1,1,1
fam675,1,1,1,1,1,1,1,1,1,1
fam676,1,1,1,1,1,1,1,1,2,2
fam677,1,2,2,1,1,1,0,1,1,1
fam678,1,1,2,1,0,1,1,1,1,1
fam679,1,1,1,1,1,1,1,1,1,1
fam680,1,1,1,1,1,1,1,1,1,1
fam681,1,2,1,1,1,1,1,1,1,1
fam682,1,1,1,1,1,1,1,1,1,1
fam683,1,1,1,2,1,1,0,0,1,2
fam684,0,0,0,2,1,1,1,1,1,1
fam685,1,1,1,1,1,1,1,1,1,1
fam686,1,1,1,1,1,1,1,1,1,1
fam687,1,1,1,1,1,1,1,1,1,1
fam688,1,1,1,1,1,1,1,2,3,1
fam689,1,3,1,1,0,1,1,1,1,1
fam690,1,1,1,1,1,1,1,1,1,1
fam691,1,1,2,1,1,1,1,1,1,1
fam692,1,1,1,1,1,1,1,1,1,1
fam693,1,1,1,1,1,1,1,1,1,1
fam694,1,1,1,1,1,1,1,1,1,1
fam695,1,1,1,1,1,1,1,1,1,1
fam696,1,1,1,1,1,1,1,1,1,1
fam697,1,1,1,1,1,1,1,1,1,1
fam698,1,1,1,1,1,1,1,1,2,2
fam699,1,1,1,1,1,1,1,1,3,3
fam700,1,1,1,1,1,1,1,1,1,1
fam701,1,1,1,1,1,1,1,1,1,1
fam702,1,1,1,1,1,1,1,1,1,1
fam703,1,1,1,1,1,1,1,2,1,1
fam704,1,1,1,1,1,1,1,1,1,1
fam705,1,1,1,1,1,1,1,1,1,1
fam706,1,1,1,1,1,1,1,1,1,1
fam707,1,1,1,1,1,1,1,1,1,1
fam708,1,1,1,1,1,1,1,1,1,1
fam709,1,1,1,1,1,1,1,1,1,1
fam710,1,1,1,1,1,1,1,1,1,1
fam711,1,1,1,1,1,1,1,1,1,1
fam712,1,1,1,1,1,1,1,1,1,1
fam713,1,1,2,1,1,1,1,1,1,1
fam714,1,1,1,1,1,1,1,1,1,1
fam715,1,2,1,1,1,1,1,1,1,1
fam716,1,1,1,2,1,1,1,1,1,1
fam717,1,1,1,1,1,1,1,1,1,1
fam718,1,1,1,1,1,1,1,1,1,1
fam719,1,1,1,1,1,1,1,0,1,2
fam720,1,1,1,0,1,1,1,1,1,1
fam721,1,1,1,1,1,1,1,1,1,1
fam722,1,1,1,1,1,1,1,1,1,2
fam723,1,1,1,0,1,1,1,1,1,1
fam724,1,1,1,1,1,1,1,1,1,1
fam725,1,1,1,1,1,1,1,1,2,2
fam726,1,1,1,1,1,1,1,1,1,2
fam727,0,0,0,0,1,0,1,1,4,3
fam728,1,1,1,1,1,1,1,1,1,1
fam729,1,1,1,1,1,1,1,1,1,1
fam730,1,1,1,1,1,1,1,1,2,2
fam731,1,2,2,1,1,1,1,1,1,1
fam732,2,2,2,2,1,1,1,0,1,1
fam733,1,1,1,1,1,1,1,1,2,2
fam734,1,1,1,1,1,1,2,1,1,1
fam735,1,1,1,1,1,1,1,1,2,2
fam736,1,1,1,1,1,1,1,1,1,1
fam737,1,1,1,2,1,1,1,1,1,1
fam738,1,2,1,1,1,1,1,1,1,1
fam739,1,1,1,1,1,1,1,1,1,2
fam740,1,1,1,1,1,1,1,1,1,1
fam741,1,1,1,1,1,1,1,1,1,1
fam742,1,1,1,1,1,1,1,1,1,1
fam743,1,1,2,1,1,1,1,1,1,1
fam744,1,1,1,1,1,0,1,1,2,1
fam745,1,1,1,1,1,1,1,1,1,1
fam746,1,1,1,1,1,1,1,1,1,1
fam747,1,1,1,1,1,1,1,1,1,1
fam748,1,1,1,1,1,1,1,1,1,1
fam749,1,1,1,1,1,0,1,1,1,1
fam750,1,1,1,1,1,1,1,1,1,1
fam751,1,1,1,1,1,1,1,1,2,2
fam752,1,1,1,1,1,1,1,1,1,1
fam753,0,1,0,3,0,0,0,0,2,3
fam754,1,1,1,1,0,0,1,1,0,1
fam755,1,1,3,2,0,1,1,3,0,6
fam757,1,1,1,0,1,1,1,1,1,1
fam758,1,1,1,1,1,1,1,1,1,1
fam759,1,1,1,1,1,1,1,1,1,1
fam760,1,1,1,1,1,1,1,1,1,1
fam761,1,1,1,1,1,1,1,1,2,2
fam762,1,1,1,1,1,1,0,1,2,2
fam763,1,1,1,1,1,1,1,1,1,1
fam764,1,1,1,1,1,1,1,1,1,2
fam765,1,1,1,1,1,1,1,1,1,1
fam766,1,1,1,1,1,1,1,1,1,2
fam767,2,2,2,2,0,0,0,0,1,1
fam768,1,1,1,1,1,1,1,1,1,1
fam769,1,1,1,1,1,1,1,1,1,1
fam770,1,1,1,1,1,1,1,1,1,1
fam771,1,1,1,1,1,1,1,1,1,2
fam772,1,1,1,1,1,1,1,1,1,1
fam773,1,1,1,1,1,1,1,1,1,1
fam774,1,1,1,1,1,1,1,1,2,1
fam775,1,2,1,1,1,1,1,1,1,1
fam776,1,1,1,1,1,1,1,2,2,1
fam777,1,1,0,0,1,1,1,1,1,1
fam778,1,1,1,1,1,1,1,1,1,1
fam779,1,1,1,1,1,1,1,1,1,2
fam780,1,1,1,1,1,1,1,1,1,1
fam781,1,1,1,1,1,1,1,1,2,1
fam782,1,1,1,1,1,1,1,0,1,1
fam783,1,1,1,1,1,1,1,1,1,1
fam784,1,1,1,1,1,1,1,1,1,1
fam785,1,1,1,1,1,1,1,1,1,1
fam786,1,1,1,1,1,1,1,1,1,1
fam787,1,1,1,1,1,2,1,1,1,1
fam788,1,1,1,1,1,1,1,1,1,1
fam789,1,2,2,1,1,1,1,1,1,1
fam790,1,1,1,1,1,1,1,1,1,2
fam791,1,1,1,1,1,1,1,1,1,1
fam792,1,1,1,1,1,1,1,1,1,1
fam793,1,1,1,1,1,1,1,1,1,1
fam794,1,1,1,1,1,1,1,1,1,1
fam795,1,1,1,1,0,1,1,1,1,1
fam796,1,1,1,1,1,1,1,1,0,1
fam797,1,1,1,1,1,1,1,1,0,0
fam798,1,1,1,1,1,1,1,1,1,1
fam799,0,1,1,1,1,1,1,1,1,1
fam800,1,1,1,1,1,1,1,1,1,1
fam801,1,1,1,1,1,1,0,0,2,3
fam802,1,1,1,2,1,0,1,1,0,2
fam803,1,1,1,1,1,1,1,1,1,1
fam804,1,1,1,1,1,1,1,1,1,1
fam805,1,1,1,1,1,1,1,1,1,1
fam806,1,1,1,1,1,1,1,1,1,1
fam807,1,1,1,1,1,1,1,1,1,1
fam808,1,1,1,1,1,1,1,1,1,1
fam809,1,1,1,1,1,1,1,1,1,1
fam810,1,1,1,1,1,1,1,1,1,1
fam811,1,1,1,1,1,1,1,1,1,1
fam812,1,1,1,1,1,1,1,1,1,1
fam813,1,1,1,1,1,1,1,1,1,1
fam814,1,1,2,1,1,1,1,1,1,1
fam815,1,1,1,1,1,1,1,1,1,1
fam816,1,1,1,1,1,1,1,2,1,1
fam817,1,1,1,1,1,1,1,1,1,2
fam818,1,1,1,1,1,1,1,1,1,1
fam819,1,2,2,1,0,1,1,1,1,1
fam820,1,1,1,1,1,1,1,1,1,1
fam821,1,1,1,1,1,1,1,1,1,1
fam822,1,1,1,1,1,1,1,1,2,2
fam823,1,1,1,1,1,1,1,1,2,1
fam824,1,1,1,1,1,1,1,1,1,1
fam825,1,1,1,1,1,1,1,1,1,1
fam826,1,1,1,2,1,1,1,1,1,1
fam827,1,1,1,1,1,1,1,1,1,1
fam828,1,1,1,2,1,1,1,1,1,1
fam829,1,1,1,1,1,1,1,1,1,1
fam830,1,1,1,1,1,1,1,1,1,1
fam831,1,1,1,1,1,1,1,1,1,1
fam832,1,1,1,1,1,1,1,1,1,1
fam833,1,1,1,1,1,1,1,1,1,1
fam834,1,1,1,1,1,1,1,1,1,1
fam835,1,1,1,1,1,1,1,1,1,1
fam836,1,1,1,1,1,1,1,1,1,1
fam837,1,1,1,1,1,1,1,1,1,1
fam838,0,1,1,0,0,0,1,0,0,0
fam839,1,2,1,1,1,1,1,1,1,1
fam840,1,1,1,1,1,1,1,1,2,1
fam841,1,1,1,1,1,1,1,1,1,1
fam842,1,1,1,1,1,1,1,1,1,1
fam843,1,1,1,1,1,1,1,1,1,1
fam844,1,1,1,1,1,1,1,1,1,2
fam845,1,1,1,1,1,1,1,1,1,1
fam846,1,1,1,1,1,1,1,1,1,1
fam847,1,2,1,1,1,1,1,1,1,1
fam848,1,1,0,1,1,1,1,1,1,1
fam849,1,1,1,1,1,1,1,1,1,1
fam850,1,1,1,1,1,1,1,2,1,1
fam851,1,1,1,1,1,1,1,1,1,2
fam852,1,1,1,1,1,1,1,1,1,2
fam853,1,1,1,1,1,1,1,1,1,1
fam854,1,1,1,1,1,1,1,1,1,1
fam855,1,1,1,1,1,1,1,1,1,1
fam856,1,1,1,1,1,1,1,1,1,1
fam857,1,1,1,1,1,1,1,1,1,1
fam858,1,1,1,1,1,1,1,1,1,2
fam859,1,1,1,1,1,1,1,1,1,2
fam860,1,1,1,1,1,1,1,1,1,1
fam861,2,1,1,1,1,1,1,1,1,1
fam862,1,1,1,1,1,1,1,1,1,1
fam863,1,1,1,1,1,1,1,1,1,1
fam864,1,1,1,1,1,1,1,1,1,1
fam865,1,1,1,1,1,1,1,1,1,1
fam866,1,1,1,1,1,1,1,1,1,1
fam867,1,1,1,1,1,1,1,1,1,1
fam868,1,1,1,1,1,1,1,1,1,1
fam869,1,1,1,2,1,1,1,1,2,1
fam870,1,1,1,1,1,1,1,1,1,1
fam871,1,1,1,1,1,1,1,1,1,1
fam872,1,1,1,1,1,1,1,1,1,1
fam873,1,1,1,1,1,1,1,1,1,1
fam874,1,1,1,1,0,1,1,0,1,1
fam875,4,2,4,0,0,0,0,0,1,1
fam876,1,1,1,1,1,1,1,1,1,1
fam877,1,1,1,1,1,1,1,1,1,1
fam878,1,1,1,1,1,1,1,1,1,1
fam879,1,1,1,1,1,1,1,1,1,1
fam880,1,1,1,1,1,1,1,1,1,1
fam881,1,1,1,2,1,1,1,1,1,1
fam882,1,1,1,1,1,1,1,1,1,1
fam883,1,1,1,1,1,1,1,1,1,1
fam884,1,1,1,1,1,1,1,1,1,1
fam885,1,1,1,1,1,1,1,1,1,1
fam886,1,1,1,1,1,1,1,1,1,1
fam887,1,1,1,1,1,1,1,1,1,1
fam888,1,1,1,1,1,1,1,1,1,1
fam889,0,1,1,0,0,0,0,0,4,4
fam890,1,1,1,1,1,1,1,1,1,1
fam891,1,1,2,1,1,1,1,1,1,1
fam892,1,1,1,1,1,1,1,1,1,1
fam893,1,1,1,1,1,1,1,1,1,1
fam894,1,1,1,1,1,1,1,1,2,1
fam895,1,1,1,1,1,1,1,1,1,1
fam896,1,1,1,1,1,1,1,1,2,2
fam897,0,1,1,1,1,1,1,1,1,1
fam898,1,1,1,1,1,1,1,1,1,1
fam899,1,1,1,1,1,1,1,1,1,1
fam900,1,1,1,1,1,1,1,1,1,1
fam901,1,1,1,1,1,1,1,1,1,1
fam902,1,1,1,1,1,1,1,1,1,1
fam903,1,1,1,1,1,1,1,1,1,1
fam904,1,1,1,1,1,1,1,1,1,1
fam905,1,1,1,1,1,1,1,1,1,1
fam906,0,1,1,1,1,1,1,1,1,1
fam907,1,1,1,0,1,1,1,1,1,0
fam908,1,1,1,1,1,1,1,1,1,1
fam909,1,1,1,1,1,1,1,1,1,1
fam910,1,1,1,1,1,1,1,1,1,1
fam911,1,1,1,1,1,1,1,1,1,1
fam912,1,1,1,1,1,1,1,1,1,1
fam913,1,1,1,1,1,1,1,1,1,1
fam914,1,1,1,1,0,1,1,1,1,1
fam915,1,1,1,1,1,1,1,1,1,1
fam916,1,1,1,1,1,1,1,1,0,1
fam917,1,1,1,1,1,1,1,1,1,1
fam918,1,1,1,1,1,1,1,1,1,1
fam919,1,1,1,1,1,1,1,1,1,1
fam920,1,1,1,1,1,1,1,1,1,1
fam921,1,1,1,1,1,1,1,1,1,1
fam922,1,1,1,1,1,1,1,1,1,1
fam923,1,1,1,1,1,1,1,1,1,1
fam924,1,1,0,0,1,3,1,2,0,2
fam925,2,1,2,0,1,1,1,1,1,1
fam926,1,1,1,1,1,1,1,1,1,1
fam927,1,1,1,1,1,1,1,1,1,1
fam928,1,1,1,1,1,1,1,1,1,1
fam929,1,1,1,1,1,1,1,1,1,1
fam930,1,1,1,1,1,1,1,1,1,1
fam931,1,1,1,1,1,1,1,1,1,1
fam932,1,1,1,1,1,1,1,1,1,1
fam933,1,1,1,1,1,1,1,1,1,1
fam934,1,1,1,1,1,1,1,1,1,1
fam935,1,1,1,1,1,0,1,1,1,1
fam936,1,1,1,1,1,1,1,1,1,1
fam937,1,1,1,1,1,1,1,1,1,1
fam938,1,1,1,1,1,1,1,1,1,1
fam939,1,1,1,1,1,1,1,1,1,2
fam940,1,1,1,1,1,1,1,1,1,1
fam941,1,1,1,1,1,1,1,1,1,1
fam942,1,1,1,1,1,1,1,1,1,1
fam943,1,1,1,1,1,1,1,1,1,1
fam944,1,1,1,1,1,1,1,1,1,1
fam945,1,1,1,1,1,1,1,1,1,1
fam946,1,1,1,1,1,1,1,1,1,1
fam947,1,1,1,1,1,1,1,1,1,1
fam948,1,1,1,1,1,1,1,1,1,1
fam949,1,1,1,1,1,1,1,1,1,1
fam950,1,1,1,1,1,1,1,1,1,1
fam951,1,1,1,1,1,1,1,1,1,1
fam952,1,1,1,1,1,2,1,1,1,1
fam953,1,1,1,1,1,1,1,1,1,1
fam954,1,1,1,1,1,1,1,1,1,1
fam955,1,1,1,1,1,1,1,1,1,1
fam956,1,1,1,1,1,1,1,1,1,2
fam957,0,1,1,1,1,1,1,1,1,2
fam958,1,1,1,1,1,1,1,1,1,1
fam959,1,1,1,1,1,1,1,1,1,1
fam960,1,1,1,1,1,1,1,1,1,1
fam961,1,1,1,1,1,1,1,1,1,1
fam962,1,1,1,1,1,1,1,1,1,1
fam963,1,1,1,1,1,1,1,1,1,1
fam964,1,1,1,1,1,1,1,1,1,1
fam965,1,1,1,1,1,1,1,1,1,1
fam966,1,1,1,1,1,1,1,1,1,1
fam967,1,1,1,1,1,1,1,1,1,1
fam968,1,1,1,1,1,1,1,1,1,1
fam969,1,1,1,1,1,1,1,1,1,1
fam970,1,1,1,1,1,1,1,1,1,1
fam971,1,1,1,1,1,1,1,1,1,1
fam972,1,1,1,1,1,1,1,1,1,1
fam973,1,1,1,1,1,1,1,1,1,1
fam974,1,1,1,1,1,1,1,1,1,1
fam975,1,1,1,1,1,1,1,1,1,1
fam976,1,1,1,1,1,1,1,1,1,1
fam977,1,1,1,1,1,1,1,1,1,1
fam978,1,1,1,1,1,1,1,1,1,1
fam979,1,1,1,1,1,1,1,1,1,1
fam980,1,1,1,1,1,1,1,1,1,1
fam981,1,1,1,1,1,1,1,1,1,1
fam982,1,1,1,1,1,1,1,1,1,1
fam983,1,1,1,1,1,1,1,1,1,1
fam984,1,1,1,1,1,1,1,1,1,1
fam985,1,1,1,1,1,1,1,1,1,1
fam986,1,1,1,2,1,1,1,1,1,1
fam987,1,1,1,1,1,1,1,1,1,1
fam988,1,1,0,1,1,1,1,1,1,1
fam989,1,1,1,1,1,1,1,1,1,1
fam990,1,1,1,1,1,1,1,1,1,1
fam991,1,1,1,1,1,1,1,1,1,1
fam992,1,1,1,1,1,1,1,1,1,1
fam993,1,1,1,1,1,1,1,1,1,1
fam994,1,1,1,1,1,1,1,1,1,1
fam995,1,1,1,1,1,1,1,1,1,1
fam996,1,1,1,1,1,1,1,1,1,1
fam997,2,1,1,1,1,1,1,1,1,1
fam998,1,1,1,1,1,1,1,1,1,1
fam999,1,1,1,1,1,1,1,1,1,1
fam1000,1,1,1,1,1,1,1,1,1,1
fam1001,1,1,1,1,1,1,1,1,1,1
fam1002,1,1,1,1,1,1,1,1,1,1
fam1003,1,1,1,1,1,1,1,1,1,1
fam1004,1,1,1,1,1,1,1,1,1,1
fam1005,1,1,1,1,1,1,1,1,1,1
fam1006,2,1,1,1,1,1,1,1,1,1
fam1007,1,1,1,1,1,1,1,1,1,1
fam1008,1,1,1,1,1,1,1,1,2,1
fam1009,1,1,1,1,1,1,1,1,1,1
fam1010,1,1,1,1,1,1,1,1,1,1
fam1011,1,1,2,1,1,1,1,1,1,1
fam1012,1,1,1,1,1,1,1,1,1,1
fam1013,1,1,1,0,1,1,1,1,1,1
fam1014,1,1,1,1,1,1,1,1,1,1
fam1015,1,1,1,1,1,1,1,1,1,1
fam1016,1,1,1,1,1,1,1,1,1,1
fam1017,1,1,1,1,1,1,1,1,1,1
fam1018,1,1,1,1,1,1,1,1,1,1
fam1019,1,1,1,1,1,1,1,1,1,1
fam1020,1,1,1,1,1,1,1,1,1,1
fam1021,1,1,1,1,1,1,1,1,1,1
fam1022,1,1,1,1,1,1,1,1,1,1
fam1023,1,1,1,1,1,1,1,1,1,1
fam1024,1,1,1,1,1,1,2,1,1,1
fam1025,1,1,1,1,1,1,1,1,1,1
fam1026,1,1,1,2,1,1,1,1,1,1
fam1027,1,1,1,1,1,1,1,1,1,1
fam1028,1,1,1,1,1,1,1,1,1,2
fam1029,1,1,1,1,1,1,1,1,1,1
fam1030,1,1,1,1,1,1,1,1,1,1
fam1031,1,1,1,1,1,1,1,1,1,1
fam1032,1,1,1,1,1,1,1,1,1,1
fam1033,1,1,1,1,1,1,1,1,1,1
fam1034,1,1,1,1,1,1,1,1,1,1
fam1035,0,1,1,0,2,1,2,2,2,2
fam1036,1,1,2,1,1,1,1,1,1,1
fam1037,1,1,1,1,1,1,1,1,1,1
fam1038,1,1,1,1,1,1,1,1,1,1
fam1039,1,1,0,1,1,1,1,1,1,1
fam1040,1,1,1,1,1,1,1,1,1,1
fam1041,1,1,1,1,1,1,1,1,1,1
fam1042,1,1,1,1,1,1,1,1,1,2
fam1043,1,1,1,1,1,1,1,1,1,1
fam1044,1,1,1,1,1,1,1,1,1,2
fam1045,1,1,1,1,1,1,1,1,1,1
fam1046,1,1,1,1,1,1,1,1,1,1
fam1047,1,1,1,1,1,1,1,1,1,1
fam1048,1,1,1,1,1,1,1,1,1,1
fam1049,0,1,1,2,1,2,2,3,0,0
fam1050,1,1,1,1,1,1,1,1,1,1
fam1051,1,1,1,1,1,1,1,1,1,2
fam1052,1,1,1,1,1,1,1,1,1,1
fam1053,1,1,1,1,1,1,1,1,1,1
fam1054,1,1,1,1,1,1,1,1,1,1
fam1055,1,1,1,1,1,1,1,1,1,1
fam1056,1,1,1,1,1,1,1,1,1,1
fam1057,1,1,1,1,1,1,1,1,1,1
fam1058,1,1,1,1,1,1,1,1,1,1
fam1059,1,1,1,1,1,1,1,1,1,1
fam1060,1,1,1,1,1,1,1,1,1,1
fam1061,1,1,1,1,1,1,1,1,1,1
fam1062,1,1,1,1,1,1,1,1,1,1
fam1063,1,1,1,1,1,1,1,1,1,1
fam1064,1,1,1,1,1,1,1,1,1,1
fam1065,1,1,1,1,1,1,1,1,1,1
fam1066,1,1,1,1,1,1,1,1,1,1
fam1067,1,1,1,1,1,1,1,1,1,1
fam1068,1,1,1,1,1,1,1,1,1,1
fam1069,1,1,1,1,1,1,1,1,1,1
fam1070,1,1,1,1,1,1,1,1,1,1
fam1071,1,1,1,1,1,1,1,1,1,1
fam1072,2,1,2,1,1,1,1,1,1,1
fam1073,1,2,1,1,1,1,1,1,1,1
fam1074,1,1,1,1,1,1,1,1,1,1
fam1075,1,1,1,1,1,1,1,1,1,1
fam1076,1,1,1,1,1,1,1,1,1,1
fam1077,1,1,1,1,1,1,1,1,1,1
fam1078,1,1,1,1,1,1,1,1,1,1
fam1079,1,1,1,1,1,1,1,1,1,1
fam1080,1,1,1,1,1,1,1,1,1,1
fam1081,1,1,1,1,1,1,1,1,1,1
fam1082,1,1,1,1,1,1,1,1,1,1
fam1083,1,1,1,1,1,1,1,1,1,1
fam1084,1,1,1,1,1,1,1,1,1,1
fam1085,1,1,1,1,1,1,1,1,1,1
fam1086,1,1,1,1,1,1,1,1,1,1
fam1087,1,1,1,1,1,1,1,1,1,1
fam1088,1,1,1,1,1,1,1,1,1,1
fam1089,1,1,1,1,1,1,1,1,1,1
fam1090,1,1,1,1,1,1,1,1,1,1
fam1091,1,1,1,1,1,1,1,1,1,1
fam1092,1,1,1,1,1,1,1,1,1,1
fam1093,1,1,1,1,1,1,1,1,1,1
fam1094,1,1,1,1,1,1,1,1,1,1
fam1095,1,1,1,1,1,1,1,1,1,1
fam1096,1,1,1,1,1,1,1,1,1,1
fam1097,1,1,1,1,1,1,1,1,1,1
fam1098,1,1,1,1,1,1,1,1,1,1
fam1099,1,1,1,1,1,1,1,1,1,1
fam1100,1,1,1,1,1,1,1,1,1,1
fam1101,0,3,2,0,0,2,2,2,0,2
fam1102,1,1,1,1,1,1,1,1,1,2
fam1103,1,1,1,1,1,1,1,1,1,1
fam1104,1,1,1,1,1,1,1,1,1,1
fam1105,1,1,1,1,1,1,1,1,1,1
fam1106,1,1,1,1,1,1,1,1,1,1
fam1107,1,1,1,1,1,1,1,1,1,1
fam1108,1,1,1,1,1,1,1,1,1,1
fam1109,1,1,1,1,1,1,1,1,1,1
fam1110,1,1,1,1,1,1,1,1,1,1
fam1111,1,1,1,1,1,1,1,1,1,1
fam1112,1,1,1,0,1,1,1,1,1,1
fam1113,2,2,2,1,1,0,1,1,1,1
fam1114,1,1,1,1,1,1,1,1,1,1
fam1115,1,1,1,1,1,1,1,1,1,1
fam1116,1,1,1,1,1,1,1,1,1,1
fam1117,1,1,1,1,1,1,1,1,1,1
fam1118,1,1,1,1,1,1,1,1,1,1
fam1119,1,1,1,1,1,1,1,1,1,1
fam1120,1,1,1,1,1,1,1,1,1,1
fam1121,1,1,1,1,1,1,1,1,1,1
fam1122,1,1,1,1,1,1,1,1,1,1
fam1123,1,1,1,1,1,1,1,1,1,1
fam1124,1,1,1,1,1,1,1,1,1,1
fam1125,1,1,1,1,1,1,1,1,1,1
fam1126,1,1,1,1,1,1,1,1,1,1
fam1127,1,1,1,0,1,1,1,1,1,1
fam1128,1,1,1,1,1,1,1,1,1,1
fam1129,1,1,1,1,1,1,1,1,1,1
fam1130,1,1,1,1,1,1,1,1,1,1
fam1131,1,1,1,1,1,1,1,1,1,1
fam1132,1,1,1,1,1,1,1,1,1,1
fam1133,1,1,1,1,1,1,1,1,1,1
fam1134,1,1,1,1,1,1,1,1,1,1
fam1135,1,1,1,1,1,1,1,1,1,1
fam1136,1,1,1,1,1,1,1,1,1,1
fam1137,1,1,1,1,1,1,1,1,1,1
fam1138,1,1,1,1,1,1,1,1,1,1
fam1139,1,1,1,1,1,1,1,1,1,1
fam1140,1,1,1,1,1,1,1,1,1,1
fam1141,1,1,1,1,1,1,1,1,1,1
fam1142,1,1,1,1,1,1,1,1,1,1
fam1143,1,1,1,1,1,1,1,1,1,2
fam1144,1,1,1,0,1,1,1,1,1,1
fam1145,1,1,1,1,1,1,1,1,1,1
fam1146,1,1,1,1,1,1,1,1,1,1
